Region;Subregion;Country;Indicator;Year;Source;download;Icon;Homicide filtered by Indicator;Nombre d'enregistrements;value
Americas;Caribbean;Montserrat;Homicide count;1990;MD;;;;1;0
Americas;Caribbean;Saint Lucia;Homicide count;1990;MD;;;;1;14
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1990;MD;;;;1;0
Americas;Caribbean;Aruba;Homicide rate;1990;MD;;;0,0;1;0
Americas;Caribbean;Barbados;Homicide rate;1990;MD;;;13,0;1;13
Americas;Caribbean;British Virgin Islands;Homicide rate;1990;MD;;;5,7;1;5,7
Americas;Caribbean;Cayman Islands;Homicide rate;1990;MD;;;7,9;1;7,9
Americas;Caribbean;Montserrat;Homicide rate;1990;MD;;;0,0;1;0
Americas;Caribbean;Saint Lucia;Homicide rate;1990;MD;;;10,1;1;10,1
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1990;MD;;;0,0;1;0
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1990;NGO;;;;1;11
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1990;NGO;;;10,2;1;10,2
Americas;Caribbean;Puerto Rico;Homicide count;1990;NP;;;;1;600
Americas;Caribbean;Puerto Rico;Homicide rate;1990;NP;;;17,6;1;17,6
Americas;Caribbean;Bahamas;Homicide count;1990;UNSDC;;;;1;45
Americas;Caribbean;Jamaica;Homicide count;1990;UNSDC;;;;1;544
Americas;Caribbean;Bahamas;Homicide rate;1990;UNSDC;;;17,6;1;17,6
Americas;Caribbean;Jamaica;Homicide rate;1990;UNSDC;;;22,5;1;22,5
Americas;Caribbean;Barbados;Homicide count;1991;MD;;;;1;21
Americas;Caribbean;British Virgin Islands;Homicide count;1991;MD;;;;1;0
Americas;Caribbean;Cayman Islands;Homicide count;1991;MD;;;;1;2
Americas;Caribbean;Montserrat;Homicide count;1991;MD;;;;1;0
Americas;Caribbean;Saint Lucia;Homicide count;1991;MD;;;;1;10
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1991;MD;;;;1;0
Americas;Caribbean;Barbados;Homicide rate;1991;MD;;;8,0;1;8
Americas;Caribbean;British Virgin Islands;Homicide rate;1991;MD;;;0,0;1;0
Americas;Caribbean;Cayman Islands;Homicide rate;1991;MD;;;7,5;1;7,5
Americas;Caribbean;Montserrat;Homicide rate;1991;MD;;;0,0;1;0
Americas;Caribbean;Saint Lucia;Homicide rate;1991;MD;;;7,1;1;7,1
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1991;MD;;;0,0;1;0
Americas;Caribbean;Dominican Republic;Homicide count;1991;NGO;;;;1;908
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1991;NGO;;;;1;18
Americas;Caribbean;Dominican Republic;Homicide rate;1991;NGO;;;12,5;1;12,5
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1991;NGO;;;16,7;1;16,7
Americas;Caribbean;Puerto Rico;Homicide count;1991;NP;;;;1;817
Americas;Caribbean;Puerto Rico;Homicide rate;1991;NP;;;23,8;1;23,8
Americas;Caribbean;Bahamas;Homicide count;1991;UNSDC;;;;1;28
Americas;Caribbean;Jamaica;Homicide count;1991;UNSDC;;;;1;566
Americas;Caribbean;Bahamas;Homicide rate;1991;UNSDC;;;10,7;1;10,7
Americas;Caribbean;Jamaica;Homicide rate;1991;UNSDC;;;23,2;1;23,2
Americas;Caribbean;Barbados;Homicide count;1992;MD;;;;1;22
Americas;Caribbean;British Virgin Islands;Homicide count;1992;MD;;;;1;0
Americas;Caribbean;Cayman Islands;Homicide count;1992;MD;;;;1;1
Americas;Caribbean;Cuba;Homicide count;1992;MD;;;;1;673
Americas;Caribbean;Montserrat;Homicide count;1992;MD;;;;1;2
Americas;Caribbean;Saint Lucia;Homicide count;1992;MD;;;;1;14
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1992;MD;;;;1;1
Americas;Caribbean;Barbados;Homicide rate;1992;MD;;;8,4;1;8,4
Americas;Caribbean;British Virgin Islands;Homicide rate;1992;MD;;;0,0;1;0
Americas;Caribbean;Cayman Islands;Homicide rate;1992;MD;;;3,6;1;3,6
Americas;Caribbean;Cuba;Homicide rate;1992;MD;;;6,3;1;6,3
Americas;Caribbean;Montserrat;Homicide rate;1992;MD;;;18,8;1;18,8
Americas;Caribbean;Saint Lucia;Homicide rate;1992;MD;;;9,9;1;9,9
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1992;MD;;;7,3;1;7,3
Americas;Caribbean;Dominican Republic;Homicide count;1992;NGO;;;;1;807
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1992;NGO;;;;1;18
Americas;Caribbean;Dominican Republic;Homicide rate;1992;NGO;;;10,9;1;10,9
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1992;NGO;;;16,7;1;16,7
Americas;Caribbean;Puerto Rico;Homicide count;1992;NP;;;;1;864
Americas;Caribbean;Puerto Rico;Homicide rate;1992;NP;;;24,9;1;24,9
Americas;Caribbean;Bahamas;Homicide count;1992;UNSDC;;;;1;41
Americas;Caribbean;Jamaica;Homicide count;1992;UNSDC;;;;1;632
Americas;Caribbean;Bahamas;Homicide rate;1992;UNSDC;;;15,4;1;15,4
Americas;Caribbean;Jamaica;Homicide rate;1992;UNSDC;;;25,7;1;25,7
Americas;Caribbean;Barbados;Homicide count;1993;MD;;;;1;21
Americas;Caribbean;British Virgin Islands;Homicide count;1993;MD;;;;1;0
Americas;Caribbean;Cayman Islands;Homicide count;1993;MD;;;;1;2
Americas;Caribbean;Cuba;Homicide count;1993;MD;;;;1;802
Americas;Caribbean;Montserrat;Homicide count;1993;MD;;;;1;0
Americas;Caribbean;Saint Lucia;Homicide count;1993;MD;;;;1;8
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1993;MD;;;;1;1
Americas;Caribbean;Barbados;Homicide rate;1993;MD;;;8,0;1;8
Americas;Caribbean;British Virgin Islands;Homicide rate;1993;MD;;;0,0;1;0
Americas;Caribbean;Cayman Islands;Homicide rate;1993;MD;;;6,9;1;6,9
Americas;Caribbean;Cuba;Homicide rate;1993;MD;;;7,4;1;7,4
Americas;Caribbean;Montserrat;Homicide rate;1993;MD;;;0,0;1;0
Americas;Caribbean;Saint Lucia;Homicide rate;1993;MD;;;5,6;1;5,6
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1993;MD;;;6,9;1;6,9
Americas;Caribbean;Dominican Republic;Homicide count;1993;NGO;;;;1;930
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1993;NGO;;;;1;14
Americas;Caribbean;Dominican Republic;Homicide rate;1993;NGO;;;12,3;1;12,3
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1993;NGO;;;13,0;1;13
Americas;Caribbean;Puerto Rico;Homicide count;1993;NP;;;;1;954
Americas;Caribbean;Puerto Rico;Homicide rate;1993;NP;;;27,2;1;27,2
Americas;Caribbean;Bahamas;Homicide count;1993;UNSDC;;;;1;35
Americas;Caribbean;Jamaica;Homicide count;1993;UNSDC;;;;1;657
Americas;Caribbean;Bahamas;Homicide rate;1993;UNSDC;;;12,9;1;12,9
Americas;Caribbean;Jamaica;Homicide rate;1993;UNSDC;;;26,4;1;26,4
Americas;Caribbean;Barbados;Homicide count;1994;MD;;;;1;20
Americas;Caribbean;British Virgin Islands;Homicide count;1994;MD;;;;1;0
Americas;Caribbean;Cayman Islands;Homicide count;1994;MD;;;;1;2
Americas;Caribbean;Cuba;Homicide count;1994;MD;;;;1;901
Americas;Caribbean;Montserrat;Homicide count;1994;MD;;;;1;1
Americas;Caribbean;Saint Lucia;Homicide count;1994;MD;;;;1;10
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1994;MD;;;;1;2
Americas;Caribbean;Barbados;Homicide rate;1994;MD;;;7,6;1;7,6
Americas;Caribbean;British Virgin Islands;Homicide rate;1994;MD;;;0,0;1;0
Americas;Caribbean;Cayman Islands;Homicide rate;1994;MD;;;6,6;1;6,6
Americas;Caribbean;Cuba;Homicide rate;1994;MD;;;8,3;1;8,3
Americas;Caribbean;Montserrat;Homicide rate;1994;MD;;;9,7;1;9,7
Americas;Caribbean;Saint Lucia;Homicide rate;1994;MD;;;6,9;1;6,9
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1994;MD;;;13,0;1;13
Americas;Caribbean;Dominican Republic;Homicide count;1994;NGO;;;;1;1005
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1994;NGO;;;;1;13
Americas;Caribbean;Dominican Republic;Homicide rate;1994;NGO;;;13,1;1;13,1
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1994;NGO;;;12,0;1;12
Americas;Caribbean;Puerto Rico;Homicide count;1994;NP;;;;1;995
Americas;Caribbean;Puerto Rico;Homicide rate;1994;NP;;;28,1;1;28,1
Americas;Caribbean;Bahamas;Homicide count;1994;UNSDC;;;;1;52
Americas;Caribbean;Jamaica;Homicide count;1994;UNSDC;;;;1;692
Americas;Caribbean;Bahamas;Homicide rate;1994;UNSDC;;;18,9;1;18,9
Americas;Caribbean;Jamaica;Homicide rate;1994;UNSDC;;;27,6;1;27,6
Americas;Caribbean;Aruba;Homicide count;1995;MD;;;;1;6
Americas;Caribbean;Barbados;Homicide count;1995;MD;;;;1;17
Americas;Caribbean;British Virgin Islands;Homicide count;1995;MD;;;;1;2
Americas;Caribbean;Cayman Islands;Homicide count;1995;MD;;;;1;2
Americas;Caribbean;Cuba;Homicide count;1995;MD;;;;1;852
Americas;Caribbean;Saint Lucia;Homicide count;1995;MD;;;;1;16
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1995;MD;;;;1;1
Americas;Caribbean;Aruba;Homicide rate;1995;MD;;;7,5;1;7,5
Americas;Caribbean;Barbados;Homicide rate;1995;MD;;;6,4;1;6,4
Americas;Caribbean;British Virgin Islands;Homicide rate;1995;MD;;;10,4;1;10,4
Americas;Caribbean;Cayman Islands;Homicide rate;1995;MD;;;6,2;1;6,2
Americas;Caribbean;Cuba;Homicide rate;1995;MD;;;7,8;1;7,8
Americas;Caribbean;Saint Lucia;Homicide rate;1995;MD;;;10,9;1;10,9
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1995;MD;;;6,2;1;6,2
Americas;Caribbean;Dominican Republic;Homicide count;1995;NGO;;;;1;1007
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1995;NGO;;;;1;20
Americas;Caribbean;Dominican Republic;Homicide rate;1995;NGO;;;12,9;1;12,9
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1995;NGO;;;18,5;1;18,5
Americas;Caribbean;Jamaica;Homicide count;1995;NP;;;;1;780
Americas;Caribbean;Puerto Rico;Homicide count;1995;NP;;;;1;864
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;1995;NP;;;;1;4
Americas;Caribbean;Jamaica;Homicide rate;1995;NP;;;30,8;1;30,8
Americas;Caribbean;Puerto Rico;Homicide rate;1995;NP;;;24,2;1;24,2
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;1995;NP;;;9,5;1;9,5
Americas;Caribbean;Bahamas;Homicide count;1995;UNSDC;;;;1;40
Americas;Caribbean;Bahamas;Homicide rate;1995;UNSDC;;;14,3;1;14,3
Americas;Caribbean;Montserrat;Homicide count;1995;WHO;;;;1;0
Americas;Caribbean;Montserrat;Homicide rate;1995;WHO;;;0,0;1;0
Americas;Caribbean;British Virgin Islands;Homicide count;1996;MD;;;;1;2
Americas;Caribbean;Cayman Islands;Homicide count;1996;MD;;;;1;1
Americas;Caribbean;Cuba;Homicide count;1996;MD;;;;1;732
Americas;Caribbean;Montserrat;Homicide count;1996;MD;;;;1;1
Americas;Caribbean;Saint Lucia;Homicide count;1996;MD;;;;1;12
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1996;MD;;;;1;1
Americas;Caribbean;British Virgin Islands;Homicide rate;1996;MD;;;10,3;1;10,3
Americas;Caribbean;Cayman Islands;Homicide rate;1996;MD;;;2,9;1;2,9
Americas;Caribbean;Cuba;Homicide rate;1996;MD;;;6,7;1;6,7
Americas;Caribbean;Montserrat;Homicide rate;1996;MD;;;11,1;1;11,1
Americas;Caribbean;Saint Lucia;Homicide rate;1996;MD;;;8,1;1;8,1
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1996;MD;;;5,9;1;5,9
Americas;Caribbean;Dominican Republic;Homicide count;1996;NGO;;;;1;1032
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1996;NGO;;;;1;24
Americas;Caribbean;Dominican Republic;Homicide rate;1996;NGO;;;13,0;1;13
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1996;NGO;;;22,2;1;22,2
Americas;Caribbean;Jamaica;Homicide count;1996;NP;;;;1;925
Americas;Caribbean;Puerto Rico;Homicide count;1996;NP;;;;1;868
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;1996;NP;;;;1;4
Americas;Caribbean;Jamaica;Homicide rate;1996;NP;;;36,2;1;36,2
Americas;Caribbean;Puerto Rico;Homicide rate;1996;NP;;;24,1;1;24,1
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;1996;NP;;;9,4;1;9,4
Americas;Caribbean;Bahamas;Homicide count;1996;UNSDC;;;;1;51
Americas;Caribbean;Bahamas;Homicide rate;1996;UNSDC;;;18,0;1;18
Americas;Caribbean;Cayman Islands;Homicide count;1997;MD;;;;1;2
Americas;Caribbean;Cuba;Homicide count;1997;MD;;;;1;747
Americas;Caribbean;Saint Lucia;Homicide count;1997;MD;;;;1;13
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1997;MD;;;;1;2
Americas;Caribbean;United States Virgin Islands;Homicide count;1997;MD;;;;1;30
Americas;Caribbean;Cayman Islands;Homicide rate;1997;MD;;;5,5;1;5,5
Americas;Caribbean;Cuba;Homicide rate;1997;MD;;;6,8;1;6,8
Americas;Caribbean;Saint Lucia;Homicide rate;1997;MD;;;8,6;1;8,6
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1997;MD;;;11,4;1;11,4
Americas;Caribbean;United States Virgin Islands;Homicide rate;1997;MD;;;27,7;1;27,7
Americas;Caribbean;Dominican Republic;Homicide count;1997;NGO;;;;1;1038
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1997;NGO;;;;1;9
Americas;Caribbean;Dominican Republic;Homicide rate;1997;NGO;;;12,8;1;12,8
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1997;NGO;;;8,3;1;8,3
Americas;Caribbean;Jamaica;Homicide count;1997;NP;;;;1;1038
Americas;Caribbean;Puerto Rico;Homicide count;1997;NP;;;;1;724
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;1997;NP;;;;1;7
Americas;Caribbean;Jamaica;Homicide rate;1997;NP;;;40,2;1;40,2
Americas;Caribbean;Puerto Rico;Homicide rate;1997;NP;;;20,0;1;20
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;1997;NP;;;16,3;1;16,3
Americas;Caribbean;Montserrat;Homicide count;1997;PAHO;;;;1;0
Americas;Caribbean;Montserrat;Homicide rate;1997;PAHO;;;0,0;1;0
Americas;Caribbean;Bahamas;Homicide count;1997;UNSDC;;;;1;46
Americas;Caribbean;Bahamas;Homicide rate;1997;UNSDC;;;16,0;1;16
Americas;Caribbean;Cayman Islands;Homicide count;1998;MD;;;;1;1
Americas;Caribbean;Cuba;Homicide count;1998;MD;;;;1;818
Americas;Caribbean;Montserrat;Homicide count;1998;MD;;;;1;1
Americas;Caribbean;Saint Lucia;Homicide count;1998;MD;;;;1;14
Americas;Caribbean;United States Virgin Islands;Homicide count;1998;MD;;;;1;25
Americas;Caribbean;Cayman Islands;Homicide rate;1998;MD;;;2,6;1;2,6
Americas;Caribbean;Cuba;Homicide rate;1998;MD;;;7,4;1;7,4
Americas;Caribbean;Montserrat;Homicide rate;1998;MD;;;14,8;1;14,8
Americas;Caribbean;Saint Lucia;Homicide rate;1998;MD;;;9,1;1;9,1
Americas;Caribbean;United States Virgin Islands;Homicide rate;1998;MD;;;23,0;1;23
Americas;Caribbean;Dominican Republic;Homicide count;1998;NGO;;;;1;1121
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1998;NGO;;;;1;24
Americas;Caribbean;Dominican Republic;Homicide rate;1998;NGO;;;13,6;1;13,6
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1998;NGO;;;22,3;1;22,3
Americas;Caribbean;Puerto Rico;Homicide count;1998;NP;;;;1;652
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;1998;NP;;;;1;8
Americas;Caribbean;Puerto Rico;Homicide rate;1998;NP;;;17,9;1;17,9
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;1998;NP;;;18,5;1;18,5
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1998;PAHO;;;;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1998;PAHO;;;0,0;1;0
Americas;Caribbean;Barbados;Homicide count;1998;UNSDC;;;;1;20
Americas;Caribbean;Dominica;Homicide count;1998;UNSDC;;;;1;9
Americas;Caribbean;Jamaica;Homicide count;1998;UNSDC;;;;1;859
Americas;Caribbean;Barbados;Homicide rate;1998;UNSDC;;;7,4;1;7,4
Americas;Caribbean;Dominica;Homicide rate;1998;UNSDC;;;12,8;1;12,8
Americas;Caribbean;Jamaica;Homicide rate;1998;UNSDC;;;32,9;1;32,9
Americas;Caribbean;Aruba;Homicide count;1999;MD;;;;1;2
Americas;Caribbean;British Virgin Islands;Homicide count;1999;MD;;;;1;1
Americas;Caribbean;Cuba;Homicide count;1999;MD;;;;1;609
Americas;Caribbean;Saint Lucia;Homicide count;1999;MD;;;;1;16
Americas;Caribbean;United States Virgin Islands;Homicide count;1999;MD;;;;1;27
Americas;Caribbean;Aruba;Homicide rate;1999;MD;;;2,2;1;2,2
Americas;Caribbean;British Virgin Islands;Homicide rate;1999;MD;;;5,0;1;5
Americas;Caribbean;Cuba;Homicide rate;1999;MD;;;5,5;1;5,5
Americas;Caribbean;Saint Lucia;Homicide rate;1999;MD;;;10,3;1;10,3
Americas;Caribbean;United States Virgin Islands;Homicide rate;1999;MD;;;24,8;1;24,8
Americas;Caribbean;Dominican Republic;Homicide count;1999;NGO;;;;1;1066
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;1999;NGO;;;;1;14
Americas;Caribbean;Dominican Republic;Homicide rate;1999;NGO;;;12,8;1;12,8
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;1999;NGO;;;13,0;1;13
Americas;Caribbean;Puerto Rico;Homicide count;1999;NP;;;;1;593
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;1999;NP;;;;1;6
Americas;Caribbean;Puerto Rico;Homicide rate;1999;NP;;;16,2;1;16,2
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;1999;NP;;;13,8;1;13,8
Americas;Caribbean;Montserrat;Homicide count;1999;PAHO;;;;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide count;1999;PAHO;;;;1;0
Americas;Caribbean;Montserrat;Homicide rate;1999;PAHO;;;0,0;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;1999;PAHO;;;0,0;1;0
Americas;Caribbean;Barbados;Homicide count;1999;UNSDC;;;;1;23
Americas;Caribbean;Dominica;Homicide count;1999;UNSDC;;;;1;7
Americas;Caribbean;Jamaica;Homicide count;1999;UNSDC;;;;1;854
Americas;Caribbean;Barbados;Homicide rate;1999;UNSDC;;;8,5;1;8,5
Americas;Caribbean;Dominica;Homicide rate;1999;UNSDC;;;10,0;1;10
Americas;Caribbean;Jamaica;Homicide rate;1999;UNSDC;;;32,4;1;32,4
Americas;Caribbean;Cayman Islands;Homicide count;1999;WHO;;;;1;0
Americas;Caribbean;Cayman Islands;Homicide rate;1999;WHO;;;0,0;1;0
Americas;Caribbean;Cayman Islands;Homicide count;2000;MD;;;;1;4
Americas;Caribbean;Cuba;Homicide count;2000;MD;;;;1;587
Americas;Caribbean;United States Virgin Islands;Homicide count;2000;MD;;;;1;23
Americas;Caribbean;Cayman Islands;Homicide rate;2000;MD;;;9,5;1;9,5
Americas;Caribbean;Cuba;Homicide rate;2000;MD;;;5,3;1;5,3
Americas;Caribbean;United States Virgin Islands;Homicide rate;2000;MD;;;21,2;1;21,2
Americas;Caribbean;Dominican Republic;Homicide count;2000;NGO;;;;1;1210
Americas;Caribbean;Dominican Republic;Homicide rate;2000;NGO;;;14,3;1;14,3
Americas;Caribbean;Puerto Rico;Homicide count;2000;NSO;;;;1;734
Americas;Caribbean;Puerto Rico;Homicide rate;2000;NSO;;;20,0;1;20
Americas;Caribbean;Bahamas;Homicide count;2000;OAS;;;;1;74
Americas;Caribbean;Barbados;Homicide count;2000;OAS;;;;1;20
Americas;Caribbean;Grenada;Homicide count;2000;OAS;;;;1;15
Americas;Caribbean;Jamaica;Homicide count;2000;OAS;;;;1;887
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;2000;OAS;;;;1;3
Americas;Caribbean;Saint Lucia;Homicide count;2000;OAS;;;;1;23
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;2000;OAS;;;;1;20
Americas;Caribbean;Trinidad and Tobago;Homicide count;2000;OAS;;;;1;120
Americas;Caribbean;Bahamas;Homicide rate;2000;OAS;;;24,8;1;24,8
Americas;Caribbean;Barbados;Homicide rate;2000;OAS;;;7,4;1;7,4
Americas;Caribbean;Grenada;Homicide rate;2000;OAS;;;14,6;1;14,6
Americas;Caribbean;Jamaica;Homicide rate;2000;OAS;;;33,4;1;33,4
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;2000;OAS;;;6,8;1;6,8
Americas;Caribbean;Saint Lucia;Homicide rate;2000;OAS;;;14,7;1;14,7
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;2000;OAS;;;18,6;1;18,6
Americas;Caribbean;Trinidad and Tobago;Homicide rate;2000;OAS;;;9,5;1;9,5
Americas;Caribbean;Montserrat;Homicide count;2000;PAHO;;;;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide count;2000;PAHO;;;;1;0
Americas;Caribbean;Montserrat;Homicide rate;2000;PAHO;;;0,0;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;2000;PAHO;;;0,0;1;0
Americas;Caribbean;Dominica;Homicide count;2000;UNSDC;;;;1;2
Americas;Caribbean;Dominica;Homicide rate;2000;UNSDC;;;2,9;1;2,9
Americas;Caribbean;Aruba;Homicide count;2001;MD;;;;1;4
Americas;Caribbean;British Virgin Islands;Homicide count;2001;MD;;;;1;1
Americas;Caribbean;Cayman Islands;Homicide count;2001;MD;;;;1;2
Americas;Caribbean;Cuba;Homicide count;2001;MD;;;;1;605
Americas;Caribbean;United States Virgin Islands;Homicide count;2001;MD;;;;1;28
Americas;Caribbean;Aruba;Homicide rate;2001;MD;;;4,3;1;4,3
Americas;Caribbean;British Virgin Islands;Homicide rate;2001;MD;;;4,8;1;4,8
Americas;Caribbean;Cayman Islands;Homicide rate;2001;MD;;;4,6;1;4,6
Americas;Caribbean;Cuba;Homicide rate;2001;MD;;;5,4;1;5,4
Americas;Caribbean;United States Virgin Islands;Homicide rate;2001;MD;;;25,8;1;25,8
Americas;Caribbean;Dominican Republic;Homicide count;2001;NGO;;;;1;1095
Americas;Caribbean;Dominican Republic;Homicide rate;2001;NGO;;;12,7;1;12,7
Americas;Caribbean;Puerto Rico;Homicide count;2001;NSO;;;;1;802
Americas;Caribbean;Puerto Rico;Homicide rate;2001;NSO;;;21,9;1;21,9
Americas;Caribbean;Bahamas;Homicide count;2001;OAS;;;;1;43
Americas;Caribbean;Barbados;Homicide count;2001;OAS;;;;1;25
Americas;Caribbean;Dominica;Homicide count;2001;OAS;;;;1;1
Americas;Caribbean;Grenada;Homicide count;2001;OAS;;;;1;6
Americas;Caribbean;Jamaica;Homicide count;2001;OAS;;;;1;1139
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;2001;OAS;;;;1;6
Americas;Caribbean;Saint Lucia;Homicide count;2001;OAS;;;;1;34
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;2001;OAS;;;;1;12
Americas;Caribbean;Trinidad and Tobago;Homicide count;2001;OAS;;;;1;151
Americas;Caribbean;Bahamas;Homicide rate;2001;OAS;;;14,2;1;14,2
Americas;Caribbean;Barbados;Homicide rate;2001;OAS;;;9,2;1;9,2
Americas;Caribbean;Dominica;Homicide rate;2001;OAS;;;1,4;1;1,4
Americas;Caribbean;Grenada;Homicide rate;2001;OAS;;;5,8;1;5,8
Americas;Caribbean;Jamaica;Homicide rate;2001;OAS;;;42,6;1;42,6
Americas;Caribbean;Saint Kitts and Nevis;Homicide rate;2001;OAS;;;13,5;1;13,5
Americas;Caribbean;Saint Lucia;Homicide rate;2001;OAS;;;21,5;1;21,5
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide rate;2001;OAS;;;11,1;1;11,1
Americas;Caribbean;Trinidad and Tobago;Homicide rate;2001;OAS;;;11,9;1;11,9
Americas;Caribbean;Curaçao;Homicide count;2001;PAHO;;;;1;10
Americas;Caribbean;Montserrat;Homicide count;2001;PAHO;;;;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide count;2001;PAHO;;;;1;0
Americas;Caribbean;Curaçao;Homicide rate;2001;PAHO;;;7,7;1;7,7
Americas;Caribbean;Montserrat;Homicide rate;2001;PAHO;;;0,0;1;0
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;2001;PAHO;;;0,0;1;0
Americas;Caribbean;Aruba;Homicide count;2002;MD;;;;1;5
Americas;Caribbean;British Virgin Islands;Homicide count;2002;MD;;;;1;1
Americas;Caribbean;Cuba;Homicide count;2002;MD;;;;1;661
Americas;Caribbean;Turks and Caicos Islands;Homicide count;2002;MD;;;;1;2
Americas;Caribbean;United States Virgin Islands;Homicide count;2002;MD;;;;1;41
Americas;Caribbean;Aruba;Homicide rate;2002;MD;;;5,3;1;5,3
Americas;Caribbean;British Virgin Islands;Homicide rate;2002;MD;;;4,7;1;4,7
Americas;Caribbean;Cuba;Homicide rate;2002;MD;;;5,9;1;5,9
Americas;Caribbean;Turks and Caicos Islands;Homicide rate;2002;MD;;;8,6;1;8,6
Americas;Caribbean;United States Virgin Islands;Homicide rate;2002;MD;;;37,8;1;37,8
Americas;Caribbean;Dominican Republic;Homicide count;2002;NGO;;;;1;1279
Americas;Caribbean;Dominican Republic;Homicide rate;2002;NGO;;;14,7;1;14,7
Americas;Caribbean;Puerto Rico;Homicide count;2002;NSO;;;;1;820
Americas;Caribbean;Puerto Rico;Homicide rate;2002;NSO;;;22,4;1;22,4
Americas;Caribbean;Bahamas;Homicide count;2002;OAS;;;;1;52
Americas;Caribbean;Barbados;Homicide count;2002;OAS;;;;1;25
Americas;Caribbean;Dominica;Homicide count;2002;OAS;;;;1;9
Americas;Caribbean;Grenada;Homicide count;2002;OAS;;;;1;14
Americas;Caribbean;Jamaica;Homicide count;2002;OAS;;;;1;1045
Americas;Caribbean;Saint Kitts and Nevis;Homicide count;2002;OAS;;;;1;5
Americas;Caribbean;Saint Lucia;Homicide count;2002;OAS;;;;1;42
Americas;Caribbean;Saint Vincent and the Grenadines;Homicide count;2002;OAS;;;;1;20
Americas;Caribbean;Trinidad and Tobago;Homicide count;2002;OAS;;;;1;171
Americas;Caribbean;Bahamas;Homicide rate;2002;OAS;;;16,9;1;16,9
Americas;Caribbean;Barbados;Homicide rate;2002;OAS;;;9,1;1;9,1
Americas;Caribbean;Dominica;Homicide rate;2002;OAS;;;12,9;1;12,9
Americas;Caribbean;Grenada;Homicide rate;2002;OAS;;;13,5;1;13,5
Americas;Caribbean;Jamaica;Homicide rate;2002;OAS;;;38,8;1;38,8
