pageid,ns,title,summary
50042344,0,Juan Pedro Damiani,"Les Panama Papers (« documents panaméens » en français) désignent la fuite de plus de 11,5 millions de documents confidentiels issus du cabinet d'avocats panaméen Mossack Fonseca, détaillant des informations sur plus de 214 000 sociétés offshore ainsi que les noms des actionnaires de ces sociétés. Parmi eux se trouvent des hommes politiques, des milliardaires, des sportifs de haut niveau ou des célébrités. Les chefs d’État ou de gouvernement de sept pays — l'Arabie saoudite, l'Argentine, les Émirats arabes unis, l'Islande, le Pakistan, le Royaume-Uni et l'Ukraine — sont directement incriminés par ces révélations, tout comme des membres de leurs gouvernements, et des proches et des associés de chefs de gouvernements de plus de 40 autres pays, tels que l'Afrique du Sud, la Chine, la Corée du Sud, le Brésil, la France, l'Inde, la Malaisie, le Mexique, la Russie et la Syrie.
Le nom de Panama Papers est une référence aux Pentagon Papers de la guerre du Viêt Nam, nom donné au dossier secret de 7 000 pages révélé au public en 1971 par le New York Times et une quinzaine d'autres journaux américains.
Les documents fournis par un lanceur d'alerte anonyme et non rémunéré (connu seulement sous le pseudonyme de John Doe) remontent aux années 1970 et vont jusqu'à fin 2015, représentant un total de 2,6 téraoctets de données. Initialement envoyées au quotidien allemand Süddeutsche Zeitung en 2015, les données ont rapidement été partagées avec les rédactions de médias dans plus de 80 pays par l'intermédiaire du consortium international des journalistes d'investigation (ICIJ) basé à Washington. Les premiers articles sont publiés le 3 avril 2016, accompagnés de 149 documents. D'autres révélations suivront les publications initiales, l'intégralité des sociétés mentionnées par les documents devant être dévoilée d'ici à mai 2016.
Ces documents concernent des sociétés extraterritoriales — dites offshore — que la firme Mossack Fonseca a aidé à créer, ou avec qui ses clients ont été en contact. Si dans la législation de la plupart des pays, les sociétés offshore ne sont pas illégales en elles-mêmes, c'est leur usage comme sociétés écrans dans l'évasion fiscale ou le blanchiment d'argent qui l'est."
28021026,0,David Davies (electrical engineer),
50041903,0,Pedro Delgado Campaña,
50501871,0,Eduardo Deluca,"Aghora est un groupe de metal progressif américain, originaire de Miami, en Floride. Le style musical du groupe comprend des influences jazz."
50042639,0,Deng Jiagui,
375154,0,Dermot Desmond,
1648616,0,Franco Dragone,"Franco Dragone, né à Cairano, village de Campanie (Italie), le 12 décembre 1952, est un metteur en scène et entrepreneur belge de parents d'origines italienne. Il se fait connaître en signant de nombreux spectacles pour le Cirque du Soleil. Depuis 2000, il assure son rôle de fondateur et directeur artistique au sein de sa propre société de spectacles et d'évènements, Dragone, à La Louvière (Belgique)."
39425568,0,Ana Duato,
23612132,0,Moonis Elahi,
50058958,0,Jacob Engel,
350841,0,Emilio Estevez,"Emilio Estevez est un acteur, réalisateur, scénariste et producteur américain né le 12 mai 1962 à New York.
Il connait une carrière de jeune acteur populaire durant les années 1980, participant aux films culte : Outsiders (1983), Repo Man (1984), The Breakfast Club (1985) ou encore Étroite Surveillance (1987), ou à deux franchises à succès avec les films Young Guns (1988) et Les Petits Champions (1992), mais après plusieurs échecs, il disparait des écrans.
Il opère un retour remarqué comme scénariste/réalisateur au début des années 2000 en présentant le drame historique choral Bobby à la Mostra de Venise 2006. Depuis, il a signé deux autres films indépendants : The Way, la route ensemble (2010) et The Public (2018).
Il est cité dans l'affaire des Panama Papers en avril 2016."
759285,0,Nick Faldo,"Sir Nicholas Alexander Faldo, né le 18 juillet 1957 à Welwyn Garden City, en Grande-Bretagne, est un golfeur professionnel anglais."
1644780,0,Cristina Fernández de Kirchner,"Cristina Fernández de Kirchner — appelée Cristina Fernández dans les pays hispanophones, ou parfois Cristina Kirchner —, née Cristina Elisabet Fernández le 19 février 1953 à La Plata, est une femme d'État argentine. Elle est présidente de la Nation de 2007 à 2015 et vice-présidente depuis 2019.
Mariée à Néstor Kirchner, elle est Première dame d'Argentine de 2003 à 2007. Elle est élue sénatrice de Buenos Aires en 2005 sur les listes du Front pour la victoire-Parti justicialiste (centre gauche). 
Elle succède à son mari à la tête du pays en 2007, après avoir été élue avec 45,3 % des suffrages exprimés. Elle devient la première femme élue présidente de la Nation, et la deuxième à exercer cette fonction après Isabel Perón. Réélue en 2011 avec 54,1 % des voix au premier tour, elle ne peut briguer un troisième mandat consécutif et voit le candidat qu’elle soutient, Daniel Scioli, s’incliner face au candidat de centre droit, Mauricio Macri.
Bien que mise en cause dans une dizaine d’affaires de corruption, elle est élue vice-présidente à l'issue de l'élection présidentielle de 2019, en tant que colistière d'Alberto Fernández, élu président."
39767856,0,Eugenio Figueredo,
50873245,0,Kjell G. Finstad,
2073557,0,Bobby Fischer,
32423309,0,Frank Flannery,"Cet article recense les individus cités dans les Panama Papers, en tant qu'actionnaires ou directeurs de sociétés extraterritoriales."
50037252,0,Ramón Fonseca Mora,"Ramón Fonseca Mora, né le 14 juillet 1952 à Panama, est un homme politique, avocat et écrivain panaméen. Avec l'avocat panaméen d'origine allemande Jürgen Mossack, il est le co-fondateur du cabinet panaméen Mossack Fonseca.
Éclaboussé lors de l'opération Lava Jato et du scandale brésilien Petrobras, où sa société Mossack Fonseca est dénoncée comme servant à blanchir l'argent de la corruption, il démissionne le 11 mars 2016 de ses fonctions de président du parti au pouvoir Panameñista et de ministre conseiller du président Juan Carlos Varela, afin de « défendre son honneur, son entreprise et son pays ». 
En avril 2016, il fait la une des médias internationaux en raison de la divulgation de milliers d'entreprises offshore créées par son entreprise, à l'occasion de l'affaire Panama Papers."
6950349,0,Daniel Fonseca,"Daniel Fonseca est né à Montevideo le 13 septembre 1969. C'est un footballeur international uruguayen. Il a évolué pendant la plus grande partie de sa carrière en Italie. Il jouait au poste d'Attaquant. Il est aujourd'hui agent de joueurs.
Il est cité dans l'affaire des Panama Papers en avril 2016."
842379,0,Diego Forlán,"Diego Forlán Corazzo, né le 19 mai 1979 à Montevideo en Uruguay, est un footballeur international uruguayen, qui évoluait au poste d'attaquant.
Élu meilleur joueur de la Coupe du monde 2010, il fait partie des 23 joueurs nommés pour le trophée du Ballon d'or de la même année, où il se range à la cinquième place du classement. 
Il gagne le Soulier d'or européen en 2005 et 2009. 
Avec 112 matchs et 36 buts internationaux, Il remporte la Copa América 2011. Il est le troisième joueur le plus capé et le troisième meilleur buteur de l'histoire de l'équipe d'Uruguay, derrière Luis Suárez et Edinson Cavani.
Il a notamment évolué sous les couleurs de Manchester United, du Villarreal CF, de l'Atlético de Madrid et de l'Inter Milan."
7962578,0,Rocco Forte,
6173352,0,Eufemiano Fuentes,"Eufemiano Fuentes est un médecin espagnol né en 1955, gynécologue de formation, principal inculpé dans l'affaire de dopage Puerto qui a secoué le cyclisme professionnel au printemps 2006. Il est l'époux de l'athlète Cristina Pérez.
Depuis les années 1980, il a suivi de très nombreux sportifs, notamment cyclistes et footballeurs. Il a, par exemple, suivi les équipes cyclistes Amaya, Once (du temps d'Alex Zülle et Laurent Jalabert), Kelme et Liberty-Seguros ou encore, en 1995, le club de football de seconde division espagnole d'Elche. Il suivait Pedro Delgado en 1985 et Melchor Mauri en 1991, lors de leur victoire dans le Tour d'Espagne cycliste.
Soupçonné d'être au cœur d'un système de dopage sanguin, il est placé quelques heures en prison préventive par la police espagnole le 30 juin 2006 avant d'être relâché contre paiement d'une caution de 120 000 euros.
En 2007, il bénéficie d'un non-lieu dans le cadre de l'opération Puerto, le juge estimant que les faits de mise en danger de la vie d'autrui ne sont pas établis, même si l'existence d'un réseau de dopage sanguin est avérée. Le parquet a fait appel. Le 30 avril 2013, il est condamné à 1 an de prison avec sursis. 
Il est cité dans l'affaire des Panama Papers en avril 2016."
5217739,0,Yoav Galant,"Aluf Yoav Galant (יואב גלנט), né le 8 novembre 1958 à Jaffa, est un officier général des forces de défense israéliennes et un homme politique."
7472459,0,Adriano Galliani,"Adriano Galliani (né le 30 juillet 1944 à Monza, en Lombardie) est un dirigeant de football et homme politique italien. Il a été vice-président de l'AC Milan. Depuis le 4 mars 2018, il est sénateur pour le groupe Forza Italia."
25715987,0,Abasaheb Garware,
320917,0,David Geffen,"David Lawrence Geffen (né le 21 février 1943 à Brooklyn) est un producteur de musique, de cinéma et de théâtre américain. Il est surtout connu pour avoir créé Asylum Records en 1971 et Geffen Records en 1980. Il a également fondé la Geffen Film Company et est l'un des créateurs de DreamWorks SKG. En 2016, sa fortune est estimée à 6,8 milliards de dollars."
33762742,0,Dan Gertler,
50137824,0,Nicola Di Girolamo,"Girolamo Riario  (Savone, 1443 - Forlì, 14 avril 1488) est un noble italien qui vécut au XVe siècle."
11888608,0,Frank Giustra,"Frank Giustra (né en août 1957) est un homme d'affaires canadien, actif dans l'industrie minière et dans la production de films cinématographiques."
7560175,0,Glencore,"Glencore PLC est une importante entreprise anglo-suisse de négoce, courtage et d'extraction de matières premières. Elle résulte de la fusion le 2 mai 2013 de Glencore, société de négoce fondée par le trader Marc Rich, et de Xstrata, entreprise d'extraction minière. Elle est basée en Suisse à Baar, dans le canton de Zoug. 
En 2016, le groupe employait 155 000 personnes (dans 50 pays). Selon les données disponibles (fournies par l'entreprise lors de ses ventes d'actions), Glencore contrôlerait en 2011 environ 60 % du zinc mondial, 50 % du cuivre, 30  ou 38 % de l'aluminium, 25 % ou 28 % du charbon, et environ 10 % du grain et 3 % du pétrole,. Le groupe contrôlerait aussi au moins 45 % du marché mondial du plomb, un métal stratégique (pour les batteries, le nucléaire, l'armement et les munitions de guerre, de chasse et de tir sportif, le plomb tétraéthyle, etc.) dont le prix a beaucoup grimpé.
Son fondateur, Marc Rich a été poursuivi à plusieurs reprises pour corruption et évasion fiscale.  
Depuis 10 ans, Glencore est régulièrement citée dans des affaires de corruption et de pollution. Après avoir œuvré durant 37 ans dans un halo de mystère, cette société très controversée qui a reçu en 2008 le prix du Public Eye Awards de la multinationale la plus irresponsable, est entrée en bourse en 2011. Son patron, Ivan Glasenberg, est présenté comme « le premier courtier du monde », avec 15,8 % des actions du groupe, représentant une enveloppe de 10 milliards de dollars (7 milliards d’euros), ce qui devrait forcer la multinationale à un peu plus de transparence."
50505592,0,Peter Goldstein,"Peter Parker, alias Spider-Man (souvent écrit « Spiderman » de façon erronée) est un super-héros évoluant dans l'univers Marvel de la maison d'édition Marvel Comics. Créé par le scénariste Stan Lee et le dessinateur Steve Ditko, le personnage de fiction apparaît pour la première fois dans le comic book Amazing Fantasy (vol. 1) #15 en août 1962.
En France (souvent traduit par l'Homme Araignée ou simplement l'Araignée), le personnage apparaît pour la première fois en mai 1969, dans le no 4 du périodique Fantask, publié aux Éditions Lug. Il s'agit en fait de la traduction du premier numéro de The Amazing Spider-Man datant de 1963. Ses origines, parues un an plus tôt dans Amazing Fantasy #15, ne seront publiées en français qu'en 1980 dans un album d'Iron-Man édité chez Arédit/Artima, puis en 1981 chez Lug dans un numéro spécial de sa revue Strange.
Lors de sa première apparition dans Amazing Fantasy, Spider-Man est l'identité que se choisit le jeune Peter Parker après avoir été mordu par une araignée radioactive et découvert qu'il avait à cette occasion développé des super-pouvoirs. Le succès de ce numéro permet à Spider-Man d'avoir dès 1963 sa propre série, The Amazing Spider-Man.
Spider-Man est depuis lors l'un des personnages les plus populaires de l'univers des comics. Au fil des ans, d'autres périodiques lui seront consacrés, tel Spectacular Spider-Man et Peter Parker, the Spider-Man, mais The Amazing Spider-Man est toujours le magazine principal du héros.
Peter Parker meurt dans le numéro 700 de The Amazing Spider-Man mais un nouveau Spider-Man reprend le flambeau lorsque l'esprit du Docteur Octopus occupe le corps de Parker. Cependant, une part de Peter demeure en vie et cohabite avec l'esprit d'Octopus dans son propre corps et le criminel laisse finalement l'âme de Peter récupérer son corps.
Le personnage a été interprété par trois acteurs au cinéma : Tobey Maguire pour une trilogie de Sam Raimi de 2002 à 2007, Andrew Garfield pour deux films en 2012 et 2014 puis, à la suite d'un accord avec Sony Pictures, propriétaire des droits du personnage au cinéma, a été intégré dans l'univers cinématographique Marvel, incarné par Tom Holland depuis 2016."
53554578,0,Gerardo González Valencia,
39912602,0,Ignacio González (politician),
54438639,0,Basil Goulandris,"Les Panama Papers (« documents panaméens » en français) désignent la fuite de plus de 11,5 millions de documents confidentiels issus du cabinet d'avocats panaméen Mossack Fonseca, détaillant des informations sur plus de 214 000 sociétés offshore ainsi que les noms des actionnaires de ces sociétés. Parmi eux se trouvent des hommes politiques, des milliardaires, des sportifs de haut niveau ou des célébrités. Les chefs d’État ou de gouvernement de sept pays — l'Arabie saoudite, l'Argentine, les Émirats arabes unis, l'Islande, le Pakistan, le Royaume-Uni et l'Ukraine — sont directement incriminés par ces révélations, tout comme des membres de leurs gouvernements, et des proches et des associés de chefs de gouvernements de plus de 40 autres pays, tels que l'Afrique du Sud, la Chine, la Corée du Sud, le Brésil, la France, l'Inde, la Malaisie, le Mexique, la Russie et la Syrie.
Le nom de Panama Papers est une référence aux Pentagon Papers de la guerre du Viêt Nam, nom donné au dossier secret de 7 000 pages révélé au public en 1971 par le New York Times et une quinzaine d'autres journaux américains.
Les documents fournis par un lanceur d'alerte anonyme et non rémunéré (connu seulement sous le pseudonyme de John Doe) remontent aux années 1970 et vont jusqu'à fin 2015, représentant un total de 2,6 téraoctets de données. Initialement envoyées au quotidien allemand Süddeutsche Zeitung en 2015, les données ont rapidement été partagées avec les rédactions de médias dans plus de 80 pays par l'intermédiaire du consortium international des journalistes d'investigation (ICIJ) basé à Washington. Les premiers articles sont publiés le 3 avril 2016, accompagnés de 149 documents. D'autres révélations suivront les publications initiales, l'intégralité des sociétés mentionnées par les documents devant être dévoilée d'ici à mai 2016.
Ces documents concernent des sociétés extraterritoriales — dites offshore — que la firme Mossack Fonseca a aidé à créer, ou avec qui ses clients ont été en contact. Si dans la législation de la plupart des pays, les sociétés offshore ne sont pas illégales en elles-mêmes, c'est leur usage comme sociétés écrans dans l'évasion fiscale ou le blanchiment d'argent qui l'est."
44245973,0,Ronald Grierson,"Sir Angus Ogilvy ou Angus Ogilvy est un homme d'affaires britannique né le 14 septembre 1928 à Londres et mort le 26 décembre 2004 à Kingston upon Thames. Issu de la famille des comtes d'Airlie, il a épousé la princesse Alexandra de Kent en 1963, cousine germaine de la reine Élisabeth II."
50044313,0,Néstor Grindetti,"Néstor Grindetti, né le 24 février 1955 à Lanús, est un homme politique argentin.
Il est ministre des Finances de la ville autonome de Buenos Aires de 2009 à 2015 . Il devient maire de Lanús en décembre 2015.
Il est cité dans l'affaire des Panama Papers en avril 2016."
20259534,0,Jean-Noël Guérini,"Jean-Noël Guérini, né le 1er janvier 1951 à Calenzana (Haute-Corse), est un homme politique français.
Il milite au sein de la Section française de l'Internationale ouvrière (SFIO) à partir de 1967, puis rejoint le Parti socialiste (PS) en 1969.
Ancien maire du 2e secteur de Marseille et président du conseil général des Bouches-du-Rhône, il se présente sans succès aux élections municipales de 2008 à Marseille face à Jean-Claude Gaudin. Il est actuellement sénateur et conseiller départemental des Bouches-du-Rhône pour le canton de Marseille-2.
Figure locale du PS, il quitte le parti en raison de l’affaire Guérini, commencée en 2009. Il lance ensuite son propre mouvement, La Force du 13 (LFD13). Jugé en 2021 dans l'affaire Guérini, il est condamné à dix-huit mois de prison ferme pour prise illégale d'intérêts, trafic d'influence et association de malfaiteurs ; il fait appel du jugement."
319938,0,Juan Luis Guerra,"Juan Luis Guerra est un auteur-compositeur-interprète très populaire sur la scène musicale hispanophone. Originaire de la République dominicaine, ce maître du merengue a exploré tous les styles musicaux de son île natale.
Guerra est l'un des artistes latins les plus internationalement reconnus de ces dernières décennies. Son style populaire de merengue et de fusion afro-latine lui a valu un succès considérable dans toute l'Amérique latine. Il est également reconnu pour avoir popularisé la musique bachata au niveau mondial et est souvent associé au genre, bien que son style distinct de la bachata présente un rythme et une esthétique de boléro plus traditionnels mélangés à des mélodies et à une harmonie influencées par la bossa-nova dans certaines de ses chansons."
30334037,0,Stuart Gulliver,"Stuart Thomson Gulliver (né le 9 mars 1959) est un banquier britannique. Il est actuellement directeur général de HSBC, poste qu'il occupe à Hong Kong depuis le 1er janvier 2011. 
Le 25 septembre 2009, le groupe HSBC annonce que son directeur général s'installera à Hong Kong le 1er février 2010. Le siège social restera toutefois à Londres.
Il est cité dans l'affaire des Panama Papers en avril 2016."
21339930,0,Sigmundur Davíð Gunnlaugsson,"Sigmundur Davíð Gunnlaugsson (prononcé [ˈsɪɣmʏntʏr ˈtaːvið ˈkʏnløyxsɔn] en islandais), né le 12 mars 1975 à Reykjavik, est un homme d'État islandais. Il est Premier ministre du 23 mai 2013 au 7 avril 2016 et président du Parti du progrès (Fram) entre 2009 et 2016."
20510186,0,Sadruddin Hashwani,
1102633,0,Gabriel Heinze,"Gabriel Iván « Gabi » Heinze, né le 19 avril 1978 à Crespo (Argentine), est un footballeur international argentin reconverti entraîneur.
Formé au Newell's Old Boys Gabriel Heinze évolue notamment au Paris SG, à Manchester United, au Real Madrid, à l'Olympique de Marseille et à l'AS Rome remportant le championnat d'Espagne, de France et d'Angleterre.
Heinze est international depuis 2003. Il comptabilise 72 sélections avec l'Argentine avec qui il remporte les jeux olympiques en 2004 et s'incline deux fois en finale de la Copa América en 2004 et en 2007. Il atteint également la finale de la coupe des confédérations en 2005."
35998793,0,Antonio Hernández Mancha,"Antonio Hernández Mancha, né le 1er avril 1951 à Guareña, est un avocat et homme politique espagnol.
Élu au Parlement d'Andalousie en 1982, puis au Sénat quatre ans plus tard, il devient, en 1987, président de l'Alliance populaire (AP) en battant Miguel Herrero, soutenu par la direction sortante. En 1989, après deux ans d'un leadership contesté, il renonce à se présenter à sa succession et quitte la vie politique."
24515563,0,David Ho (businessman),"Le Royal Monceau – Raffles Paris est un hôtel de luxe situé au 37 avenue Hoche dans le 8e arrondissement de Paris.
Conçu par l’architecte Louis Duhayon, l’hôtel est inauguré en 1928 par Pierre Bermond et André Junot. Le Royal Monceau devient au fil du temps le lieu de rendez-vous des artistes, célébrités et intellectuels.
En juin 2008, l’hôtel ferme ses portes pour une transformation complète des lieux. Après deux ans de travaux, Le Royal Monceau, transformé par Philippe Starck en hôtel de luxe d'un genre inédit, entre salon parisien et résidence d'artiste, ouvre ses portes au public le 18 octobre 2010, sous la direction générale de Sylvain Ercoli et de Michel Gillot, deux anciens de l'hôtel de Crillon.
L'établissement obtient la distinction de Palace le 27 juin 2013, en devenant le 13e membre. 
Le Royal Monceau fait partie du groupe hôtelier FRHI, groupe qui a été racheté par le Qatar en 2010, puis par AccorHotels en 2016."
37671378,0,"Zsolt Horváth (politician, born 1964)",
50044334,0,Solomon Humes,
28752058,0,Ian Cameron (stockbroker),"Cet article présente la liste alphabétique d'agents marquants du Special Operations Executive, avec quelques indications sommaires sur leur identité, sur le rôle qu'ils y ont tenu et sur leur parcours.
Pour accéder à des photographies d'agents, se reporter au paragraphe Liens externes en fin d'article."
3076848,0,James Ibori,
9286117,0,Gianni Infantino,"Giovanni Vincenzo Infantino dit Gianni Infantino, né le 23 mars 1970 à Brigue en Valais, en Suisse, est un juriste italo-suisse, secrétaire général de l'UEFA de 2009 à 2016 puis président de la FIFA depuis le 26 février 2016 en remplacement de Sepp Blatter."
50054473,0,Júlíus Vífill Ingvarsson,
9973863,0,Bruno Itoua,"Bruno Jean-Richard Itoua, né le 6 octobre 1956 à Pointe-Noire, est un homme politique congolais.
Il est ministre congolais de l’Energie et de l’Hydraulique de 2005 à 2011. Il est ministre de la Recherche scientifique et de l’Innovation technique depuis 2011.
Il est aussi président de la Société nationale des pétroles du Congo en 1998.
Il est cité dans l'affaire des Panama Papers en avril 2016."
20891303,0,Bidzina Ivanishvili,"Bidzina Ivanichvili (en géorgien : ბიძინა ივანიშვილი), né le 18 février 1956 à Tchorvila, dans la région d'Iméréthie, est un homme d'affaires et homme politique géorgien, classé 365e fortune mondiale en 2019. Il est Premier ministre entre 2012 et 2013."
19417509,0,John Jennings (businessman),"La London Business School (LBS) est une école de commerce internationale créée en 1964 à Londres (Royaume-Uni). LBS est l'une des business schools les plus prestigieuses du monde. Elle est classée première en Europe par le Financial Times et première au monde par le QS ranking. La sélection y est extrêmement compétitive et le nombre de places limité dû à la petite taille du campus. Le rival principal de la LBS en Europe est INSEAD et dans le reste du monde ses rivaux sont la Harvard Business School, Stanford, et Wharton.
L'établissement ne délivre que des diplômes post-graduate (Masters, MBA et PhD) et est l'une des rares écoles au monde à avoir reçu la triple accréditation (AACSB, EQUIS, AMBA). LBS propose également de nombreux programmes pour cadres dirigeants dans une optique de formation continue. Son Master of Business Administration est l'un des programmes les plus prestigieux au monde, régulièrement classé parmi les meilleurs mondiaux.
Le campus principal est situé à Londres près de Regent's Park dans le Sussex Palace construit par l'architecte John Nash. Contrairement à la plupart des autres business schools, LBS propose des formations dans des bâtiments historiques de la ville de Londres plutôt que dans de nouveaux bâtiments à l'architecture moderne. En 2015, l'école a acquis le Marylebone Town Hall, une ancienne mairie classée monument historique, et a investi 60 million £ pour le restaurer dans le but d'agrandir son espace d'enseignement à Londres. LBS dispose également d'un campus secondaire à Dubai qui propose des formations continues pour cadres."
46817240,0,Hugo Jinkis,
50058224,0,Mariano Jinkis,"Cet article recense les individus cités dans les Panama Papers, en tant qu'actionnaires ou directeurs de sociétés extraterritoriales."
991041,0,Juanes,"Juan Esteban Aristizábal Vásquez, alias Juanes, est un auteur-compositeur-interprète et guitariste colombien, né le 9 août 1972 à Medellín, en Colombie. Son pseudonyme vient de son premier prénom et des deux premières lettres de son second prénom. Dans sa musique, Juanes combine des rythmes colombiens comme la cumbia et le vallenato avec le rock et la pop. Entre 1987 et 1999, Juanes est membre du groupe de heavy metal Ekhymosis. À la dissolution du groupe, Juanes emménage à Los Angeles afin de poursuivre une carrière solo. En 2000, il sort un premier album solo, Fíjate bien, qui a remporté trois Latin Grammy Awards.
Juanes s'est fait connaître en Colombie et dans le reste de l'Amérique, en utilisant la musique de la Colombie rurale (un mélange de rythmes indigènes, bolivien et hispaniques). Il est aussi connu pour son travail humanitaire, en particulier grâce à une aide pour les victimes colombiennes des mines anti-personnel."
50045535,0,Jaynet Kabila,"Jaynet Kabila est une femme politique congolaise née le 4 juin 1971 à Hewa Bora (Sud-Kivu). Fille de Laurent-Désiré Kabila et sœur jumelle de Joseph Kabila, elle est députée de Kalemie depuis 2012."
2666291,0,Nihat Kahveci,"Nihat Kahveci dit Nihat, né le 23 novembre 1979 à Istanbul, est un footballeur international turc évoluant au poste d'attaquant."
50072240,0,Onkar Kanwar,
1533025,0,Valeri Karpin,"Valeri Georgievitch Karpine (russe : Валерий Георгиевич Карпин), né le 2 février 1969 à Narva en République socialiste soviétique d'Estonie, est un footballeur international russe ayant évolué au poste de milieu de terrain entre 1986 et 2005 avant de se reconvertir comme entraîneur.
Il est notamment entraîneur du FK Rostov entre décembre 2017 et août 2021. Il dirige actuellement la sélection russe depuis juillet 2021."
346979,0,Kevin Keegan,"Joseph Kevin Keegan, né le 14 février 1951 à Armthorpe (dans le Doncaster, en Angleterre), est un joueur et entraîneur anglais de football. 
Il est considéré comme l'un des plus grands joueurs anglais du XXe siècle et l'un des meilleurs attaquants de sa génération. Il est l'un des 10 joueurs à avoir remporté deux fois le Ballon d'or, en 1978 et 1979. Sous les couleurs de Liverpool FC et Hambourg SV, il remporte de nombreux titres nationaux et internationaux. Il a ensuite été, notamment, entraîneur de Newcastle pendant 5 ans, puis sélectionneur de l'équipe d'Angleterre en 1999-2000, puis il entraîne Manchester City pendant 4 ans jusqu'en 2005."
50087973,0,Anurag Kejriwal,
1129854,0,Khalifa bin Zayed Al Nahyan,"Cheikh Khalifa ben Zayed Al Nahyane  (arabe : خليفة بن زايد بن سلطان آل نهيان), né le 25 janvier 1948 dans la ville d'Al-Aïn, à l'époque dans les États de la Trêve, actuellement dans l'émirat d'Abou Dabi, est émir d'Abou Dabi et président des Émirats arabes unis depuis 2004.
Il est le propriétaire de plusieurs clubs de football à travers le monde via sa holding City Football Group. Selon Forbes, il est le deuxième homme le plus riche du golfe Persique et le 17e homme le plus riche du monde avec une fortune de 19 milliards de dollars en 2014."
56682115,0,Aleem Khan,
3721207,0,Anwar Saifullah Khan,"Anwar Saifullah Khan (en ourdou : أنور سيف الله خان), né le 7 juin 1945 à Peshawar, est un homme politique pakistanais. Membre de la Ligue musulmane du Pakistan (J) puis du Parti du peuple pakistanais, il a été deux fois ministre durant les années 1990, dans les gouvernements de Nawaz Sharif puis de Benazir Bhutto. 
Il est cité dans l'affaire des Panama Papers en avril 2016."
50077358,0,Aziz Khan (businessman),
38469779,0,Humayun Saifullah Khan,
3721124,0,Salim Saifullah Khan,
50280406,0,Kim Chol-sam,
50042225,0,Ian Kirby,"Vanessa Kirby, née le 18 avril 1988 à Bristol, est une actrice britannique.
Elle a notamment joué le rôle de la sœur cadette de l’actuelle reine Élisabeth II, Margaret du Royaume-Uni, dans la série télévisée The Crown et celui de Stella Kowalski, sœur de Blanche DuBois, dans la pièce de théâtre Un tramway nommé Désir. Elle reçoit la consécration pour son rôle dans le drame Pieces of a Woman du réalisateur Kornél Mundruczó.
En juin 2021, il est annoncé qu'elle rejoint le prochain film de Florian Zeller, aux côtés de Hugh Jackman et de Laura Dern."
19305504,0,Waldemar Kita,"Waldemar Kita, né le 7 mai 1953 à Szczecin (Poméranie, Pologne), est un homme d'affaires franco-polonais."
66362337,0,Muhammad Bashar Kiwan,
3618338,0,Sokratis Kokkalis,
5994529,0,Tayfun Korkut,Tayfun Korkut (né le 2 avril 1974 à Stuttgart) est un footballeur occupant le poste de milieu de terrain puis un entraîneur turc. Il dispose aussi de la nationalité allemande.
5678334,0,Darko Kovačević,"Darko Kovačević (en serbe en écriture cyrillique : Дарко Ковачевић), né le 18 novembre 1973 à Kovin (Yougoslavie aujourd'hui Serbie), est un footballeur serbe, international yougoslave qui évoluait au poste d'attaquant."
50045258,0,John Addo Kufuor,"Nana Akufo-Addo, né le 29 mars 1944 à Kyebi, est un avocat et homme d'État ghanéen, membre du Nouveau Parti patriotique. Il est président de la République depuis le 7 janvier 2017. Il est élu président de la CEDEAO en 2020."
1438230,0,Pavlo Lazarenko,"Pavlo Ivanovych Lazarenko (en ukrainien : Павло Іванович Лазаренко), né le 23 janvier 1953, dans le village de Karpivka, dans l'oblast de Dnipropetrovsk en Ukraine, est un homme d'État ukrainien, Premier ministre ukrainien de 1996 à 1997."
